fecha,tipo,departamento,dosis
2021-05-13,segunda,Potosi,17881
2021-05-13,segunda,Santa Cruz,75027
2021-05-13,segunda,Tarija,16024
2021-05-14,primera,Beni,56685
2021-05-14,primera,Chuquisaca,56977
2021-05-14,primera,Cochabamba,157224
2021-05-14,primera,La Paz,200890
2021-05-14,primera,Oruro,39373
2021-05-14,primera,Pando,30746
2021-05-14,primera,Potosi,44841
2021-05-14,primera,Santa Cruz,183310
2021-05-14,primera,Tarija,40345
2021-05-14,segunda,Beni,14806
2021-05-14,segunda,Chuquisaca,19361
2021-05-14,segunda,Cochabamba,55295
2021-05-14,segunda,La Paz,64643
2021-05-14,segunda,Oruro,15513
2021-05-14,segunda,Pando,3425
2021-05-14,segunda,Potosi,18168
2021-05-14,segunda,Santa Cruz,76053
2021-05-14,segunda,Tarija,16310
2021-05-15,primera,Beni,56972
2021-05-15,primera,Chuquisaca,57752
2021-05-15,primera,Cochabamba,160763
2021-05-15,primera,La Paz,202103
2021-05-15,primera,Oruro,40206
2021-05-15,primera,Pando,30762
2021-05-15,primera,Potosi,45298
2021-05-15,primera,Santa Cruz,184161
2021-05-15,primera,Tarija,40472
2021-05-15,segunda,Beni,14889
2021-05-15,segunda,Chuquisaca,19400
2021-05-15,segunda,Cochabamba,55320
2021-05-15,segunda,La Paz,65230
2021-05-15,segunda,Oruro,15544
2021-05-15,segunda,Pando,3427
2021-05-15,segunda,Potosi,18270
2021-05-15,segunda,Santa Cruz,76137
2021-05-15,segunda,Tarija,16365
2021-05-16,primera,Beni,57103
2021-05-16,primera,Chuquisaca,58127
2021-05-16,primera,Cochabamba,161283
2021-05-16,primera,La Paz,202305
2021-05-16,primera,Oruro,40725
2021-05-16,primera,Pando,30813
2021-05-16,primera,Potosi,46147
2021-05-16,primera,Santa Cruz,184188
2021-05-16,primera,Tarija,40550
2021-05-16,segunda,Beni,14897
2021-05-16,segunda,Chuquisaca,19473
2021-05-16,segunda,Cochabamba,55364
2021-05-16,segunda,La Paz,65697
2021-05-16,segunda,Oruro,15587
2021-05-16,segunda,Pando,3436
2021-05-16,segunda,Potosi,18521
2021-05-16,segunda,Santa Cruz,76143
2021-05-16,segunda,Tarija,16366
2021-05-17,primera,Beni,58265
2021-05-17,primera,Chuquisaca,58214
2021-05-17,primera,Cochabamba,170310
2021-05-17,primera,La Paz,210389
2021-05-17,primera,Oruro,42912
2021-05-17,primera,Pando,31176
2021-05-17,primera,Potosi,47982
2021-05-17,primera,Santa Cruz,195718
2021-05-17,primera,Tarija,42526
2021-05-17,segunda,Beni,15287
2021-05-17,segunda,Chuquisaca,19545
2021-05-17,segunda,Cochabamba,55468
2021-05-17,segunda,La Paz,66553
2021-05-17,segunda,Oruro,15653
2021-05-17,segunda,Pando,3543
2021-05-17,segunda,Potosi,19056
2021-05-17,segunda,Santa Cruz,76871
2021-05-17,segunda,Tarija,16586
2021-05-18,primera,Beni,59550
2021-05-18,primera,Chuquisaca,59922
2021-05-18,primera,Cochabamba,181004
2021-05-18,primera,La Paz,219156
2021-05-18,primera,Oruro,47436
2021-05-18,primera,Pando,31464
2021-05-18,primera,Potosi,49679
2021-05-18,primera,Santa Cruz,209749
2021-05-18,primera,Tarija,44873
2021-05-18,segunda,Beni,15729
2021-05-18,segunda,Chuquisaca,19686
2021-05-18,segunda,Cochabamba,55507
2021-05-18,segunda,La Paz,67499
2021-05-18,segunda,Oruro,15777
2021-05-18,segunda,Pando,3659
2021-05-18,segunda,Potosi,19524
2021-05-18,segunda,Santa Cruz,77557
2021-05-18,segunda,Tarija,16801
2021-05-19,primera,Beni,60766
2021-05-19,primera,Chuquisaca,62246
2021-05-19,primera,Cochabamba,194135
2021-05-19,primera,La Paz,228764
2021-05-19,primera,Oruro,52030
2021-05-19,primera,Pando,31759
2021-05-19,primera,Potosi,51250
2021-05-19,primera,Santa Cruz,223441
2021-05-19,primera,Tarija,47442
2021-05-19,segunda,Beni,16106
2021-05-19,segunda,Chuquisaca,19801
2021-05-19,segunda,Cochabamba,55573
2021-05-19,segunda,La Paz,68348
2021-05-19,segunda,Oruro,15807
2021-05-19,segunda,Pando,3807
2021-05-19,segunda,Potosi,19799
2021-05-19,segunda,Santa Cruz,78052
2021-05-19,segunda,Tarija,16986
2021-05-20,primera,Beni,62186
2021-05-20,primera,Chuquisaca,65244
2021-05-20,primera,Cochabamba,209566
2021-05-20,primera,La Paz,237844
2021-05-20,primera,Oruro,56312
2021-05-20,primera,Pando,32144
2021-05-20,primera,Potosi,53199
2021-05-20,primera,Santa Cruz,237939
2021-05-20,primera,Tarija,50179
2021-05-20,segunda,Beni,16348
2021-05-20,segunda,Chuquisaca,19823
2021-05-20,segunda,Cochabamba,55641
2021-05-20,segunda,La Paz,69232
2021-05-20,segunda,Oruro,15820
2021-05-20,segunda,Pando,4032
2021-05-20,segunda,Potosi,19971
2021-05-20,segunda,Santa Cruz,78522
2021-05-20,segunda,Tarija,17199
2021-05-21,primera,Beni,63421
2021-05-21,primera,Chuquisaca,68412
2021-05-21,primera,Cochabamba,223308
2021-05-21,primera,La Paz,247427
2021-05-21,primera,Oruro,59873
2021-05-21,primera,Pando,32650
2021-05-21,primera,Potosi,55552
2021-05-21,primera,Santa Cruz,254614
2021-05-21,primera,Tarija,53178
2021-05-21,segunda,Beni,16539
2021-05-21,segunda,Chuquisaca,19962
2021-05-21,segunda,Cochabamba,55742
2021-05-21,segunda,La Paz,70069
2021-05-21,segunda,Oruro,15836
2021-05-21,segunda,Pando,4156
2021-05-21,segunda,Potosi,20073
2021-05-21,segunda,Santa Cruz,78871
2021-05-21,segunda,Tarija,17362
2021-05-22,primera,Beni,63749
2021-05-22,primera,Chuquisaca,70242
2021-05-22,primera,Cochabamba,226392
2021-05-22,primera,La Paz,250019
2021-05-22,primera,Oruro,61478
2021-05-22,primera,Pando,32826
2021-05-22,primera,Potosi,57000
2021-05-22,primera,Santa Cruz,256148
2021-05-22,primera,Tarija,53828
2021-05-22,segunda,Beni,16612
2021-05-22,segunda,Chuquisaca,20187
2021-05-22,segunda,Cochabamba,55792
2021-05-22,segunda,La Paz,70509
2021-05-22,segunda,Oruro,15843
2021-05-22,segunda,Pando,4208
2021-05-22,segunda,Potosi,20156
2021-05-22,segunda,Santa Cruz,78811
2021-05-22,segunda,Tarija,17416
2021-05-23,primera,Beni,63871
2021-05-23,primera,Chuquisaca,71618
2021-05-23,primera,Cochabamba,227104
2021-05-23,primera,La Paz,251176
2021-05-23,primera,Oruro,61599
2021-05-23,primera,Pando,32978
2021-05-23,primera,Potosi,57536
2021-05-23,primera,Santa Cruz,256315
2021-05-23,primera,Tarija,53927
2021-05-23,segunda,Beni,16647
2021-05-23,segunda,Chuquisaca,20511
2021-05-23,segunda,Cochabamba,55795
2021-05-23,segunda,La Paz,70743
2021-05-23,segunda,Oruro,15843
2021-05-23,segunda,Pando,4267
2021-05-23,segunda,Potosi,20167
2021-05-23,segunda,Santa Cruz,78977
2021-05-23,segunda,Tarija,17420
2021-05-24,primera,Beni,64972
2021-05-24,primera,Chuquisaca,74286
2021-05-24,primera,Cochabamba,236343
2021-05-24,primera,La Paz,259119
2021-05-24,primera,Oruro,63067
2021-05-24,primera,Pando,33264
2021-05-24,primera,Potosi,59078
2021-05-24,primera,Santa Cruz,266271
2021-05-24,primera,Tarija,56412
2021-05-24,segunda,Beni,16805
2021-05-24,segunda,Chuquisaca,20731
2021-05-24,segunda,Cochabamba,55861
2021-05-24,segunda,La Paz,71417
2021-05-24,segunda,Oruro,15848
2021-05-24,segunda,Pando,4370
2021-05-24,segunda,Potosi,20269
2021-05-24,segunda,Santa Cruz,79955
2021-05-24,segunda,Tarija,17552
2021-05-25,primera,Beni,65902
2021-05-25,primera,Chuquisaca,75076
2021-05-25,primera,Cochabamba,245065
2021-05-25,primera,La Paz,266217
2021-05-25,primera,Oruro,64903
2021-05-25,primera,Pando,33658
2021-05-25,primera,Potosi,60562
2021-05-25,primera,Santa Cruz,274734
2021-05-25,primera,Tarija,58990
2021-05-25,segunda,Beni,16919
2021-05-25,segunda,Chuquisaca,21395
2021-05-25,segunda,Cochabamba,58489
2021-05-25,segunda,La Paz,72449
2021-05-25,segunda,Oruro,15857
2021-05-25,segunda,Pando,4456
2021-05-25,segunda,Potosi,20533
2021-05-25,segunda,Santa Cruz,84535
2021-05-25,segunda,Tarija,17904
2021-05-26,primera,Beni,66929
2021-05-26,primera,Chuquisaca,77855
2021-05-26,primera,Cochabamba,253107
2021-05-26,primera,La Paz,276131
2021-05-26,primera,Oruro,66684
2021-05-26,primera,Pando,34023
2021-05-26,primera,Potosi,61857
2021-05-26,primera,Santa Cruz,286897
2021-05-26,primera,Tarija,62242
2021-05-26,segunda,Beni,17045
2021-05-26,segunda,Chuquisaca,21950
2021-05-26,segunda,Cochabamba,61206
2021-05-26,segunda,La Paz,76732
2021-05-26,segunda,Oruro,17579
2021-05-26,segunda,Pando,4539
2021-05-26,segunda,Potosi,20689
2021-05-26,segunda,Santa Cruz,88162
2021-05-26,segunda,Tarija,18330
2021-05-27,primera,Beni,67308
2021-05-27,primera,Chuquisaca,80245
2021-05-27,primera,Cochabamba,259520
2021-05-27,primera,La Paz,285659
2021-05-27,primera,Oruro,69060
2021-05-27,primera,Pando,34201
2021-05-27,primera,Potosi,63053
2021-05-27,primera,Santa Cruz,301116
2021-05-27,primera,Tarija,64151
2021-05-27,segunda,Beni,17134
2021-05-27,segunda,Chuquisaca,22220
2021-05-27,segunda,Cochabamba,64178
2021-05-27,segunda,La Paz,83954
2021-05-27,segunda,Oruro,18052
2021-05-27,segunda,Pando,4604
2021-05-27,segunda,Potosi,20810
2021-05-27,segunda,Santa Cruz,90397
2021-05-27,segunda,Tarija,18687
2021-05-28,primera,Beni,68373
2021-05-28,primera,Chuquisaca,83065
2021-05-28,primera,Cochabamba,266966
2021-05-28,primera,La Paz,297990
2021-05-28,primera,Oruro,71828
2021-05-28,primera,Pando,34343
2021-05-28,primera,Potosi,64626
2021-05-28,primera,Santa Cruz,317361
2021-05-28,primera,Tarija,66710
2021-05-28,segunda,Beni,17398
2021-05-28,segunda,Chuquisaca,22419
2021-05-28,segunda,Cochabamba,64255
2021-05-28,segunda,La Paz,87018
2021-05-28,segunda,Oruro,18112
2021-05-28,segunda,Pando,4631
2021-05-28,segunda,Potosi,20907
2021-05-28,segunda,Santa Cruz,91462
2021-05-28,segunda,Tarija,19194
2021-05-29,primera,Beni,68512
2021-05-29,primera,Chuquisaca,84178
2021-05-29,primera,Cochabamba,267734
2021-05-29,primera,La Paz,302156
2021-05-29,primera,Oruro,73158
2021-05-29,primera,Pando,34403
2021-05-29,primera,Potosi,65549
2021-05-29,primera,Santa Cruz,319001
2021-05-29,primera,Tarija,68833
2021-05-29,segunda,Beni,17454
2021-05-29,segunda,Chuquisaca,22777
2021-05-29,segunda,Cochabamba,64258
2021-05-29,segunda,La Paz,87363
2021-05-29,segunda,Oruro,18116
2021-05-29,segunda,Pando,4673
2021-05-29,segunda,Potosi,21111
2021-05-29,segunda,Santa Cruz,91466
2021-05-29,segunda,Tarija,19431
2021-05-30,primera,Beni,68615
2021-05-30,primera,Chuquisaca,84626
2021-05-30,primera,Cochabamba,268621
2021-05-30,primera,La Paz,304086
2021-05-30,primera,Oruro,73404
2021-05-30,primera,Pando,34425
2021-05-30,primera,Potosi,65924
2021-05-30,primera,Santa Cruz,319159
2021-05-30,primera,Tarija,69418
2021-05-30,segunda,Beni,17505
2021-05-30,segunda,Chuquisaca,23001
2021-05-30,segunda,Cochabamba,64268
2021-05-30,segunda,La Paz,87616
2021-05-30,segunda,Oruro,18116
2021-05-30,segunda,Pando,4681
2021-05-30,segunda,Potosi,21163
2021-05-30,segunda,Santa Cruz,91474
2021-05-30,segunda,Tarija,19441
2021-05-31,primera,Beni,69402
2021-05-31,primera,Chuquisaca,87095
2021-05-31,primera,Cochabamba,274469
2021-05-31,primera,La Paz,314020
2021-05-31,primera,Oruro,75553
2021-05-31,primera,Pando,34753
2021-05-31,primera,Potosi,67664
2021-05-31,primera,Santa Cruz,335920
2021-05-31,primera,Tarija,72913
2021-05-31,segunda,Beni,17680
2021-05-31,segunda,Chuquisaca,23537
2021-05-31,segunda,Cochabamba,64309
2021-05-31,segunda,La Paz,88420
2021-05-31,segunda,Oruro,18135
2021-05-31,segunda,Pando,4806
2021-05-31,segunda,Potosi,21294
2021-05-31,segunda,Santa Cruz,91976
2021-05-31,segunda,Tarija,19937
2021-06-01,primera,Beni,70456
2021-06-01,primera,Chuquisaca,88620
2021-06-01,primera,Cochabamba,280908
2021-06-01,primera,La Paz,326302
2021-06-01,primera,Oruro,77615
2021-06-01,primera,Pando,35047
2021-06-01,primera,Potosi,69355
2021-06-01,primera,Santa Cruz,352884
2021-06-01,primera,Tarija,75605
2021-06-01,segunda,Beni,17841
2021-06-01,segunda,Chuquisaca,23973
2021-06-01,segunda,Cochabamba,64433
2021-06-01,segunda,La Paz,89415
2021-06-01,segunda,Oruro,18350
2021-06-01,segunda,Pando,4859
2021-06-01,segunda,Potosi,21485
2021-06-01,segunda,Santa Cruz,92267
2021-06-01,segunda,Tarija,20384
2021-06-02,primera,Beni,71404
2021-06-02,primera,Chuquisaca,89820
2021-06-02,primera,Cochabamba,285062
2021-06-02,primera,La Paz,337215
2021-06-02,primera,Oruro,79014
2021-06-02,primera,Pando,35338
2021-06-02,primera,Potosi,70821
2021-06-02,primera,Santa Cruz,366713
2021-06-02,primera,Tarija,77263
2021-06-02,segunda,Beni,18067
2021-06-02,segunda,Chuquisaca,24068
2021-06-02,segunda,Cochabamba,64608
2021-06-02,segunda,La Paz,90063
2021-06-02,segunda,Oruro,18483
2021-06-02,segunda,Pando,4930
2021-06-02,segunda,Potosi,21637
2021-06-02,segunda,Santa Cruz,92513
2021-06-02,segunda,Tarija,20784
2021-06-03,primera,Beni,71673
2021-06-03,primera,Chuquisaca,90795
2021-06-03,primera,Cochabamba,285716
2021-06-03,primera,La Paz,338886
2021-06-03,primera,Oruro,79597
2021-06-03,primera,Pando,35431
2021-06-03,primera,Potosi,71484
2021-06-03,primera,Santa Cruz,368907
2021-06-03,primera,Tarija,78107
2021-06-03,segunda,Beni,18147
2021-06-03,segunda,Chuquisaca,24199
2021-06-03,segunda,Cochabamba,64793
2021-06-03,segunda,La Paz,90266
2021-06-03,segunda,Oruro,18495
2021-06-03,segunda,Pando,4967
2021-06-03,segunda,Potosi,21702
2021-06-03,segunda,Santa Cruz,92694
2021-06-03,segunda,Tarija,20818
2021-06-04,primera,Beni,72655
2021-06-04,primera,Chuquisaca,92707
2021-06-04,primera,Cochabamba,286903
2021-06-04,primera,La Paz,345399
2021-06-04,primera,Oruro,80981
2021-06-04,primera,Pando,35715
2021-06-04,primera,Potosi,72629
2021-06-04,primera,Santa Cruz,376220
2021-06-04,primera,Tarija,80962
2021-06-04,segunda,Beni,18362
2021-06-04,segunda,Chuquisaca,24615
2021-06-04,segunda,Cochabamba,67251
2021-06-04,segunda,La Paz,97541
2021-06-04,segunda,Oruro,18541
2021-06-04,segunda,Pando,5024
2021-06-04,segunda,Potosi,21877
2021-06-04,segunda,Santa Cruz,96547
2021-06-04,segunda,Tarija,20956
2021-06-05,primera,Beni,72931
2021-06-05,primera,Chuquisaca,93781
2021-06-05,primera,Cochabamba,287183
2021-06-05,primera,La Paz,348199
2021-06-05,primera,Oruro,81391
2021-06-05,primera,Pando,35793
2021-06-05,primera,Potosi,73265
2021-06-05,primera,Santa Cruz,377159
2021-06-05,primera,Tarija,81406
2021-06-05,segunda,Beni,18439
2021-06-05,segunda,Chuquisaca,25658
2021-06-05,segunda,Cochabamba,67638
2021-06-05,segunda,La Paz,98887
2021-06-05,segunda,Oruro,18717
2021-06-05,segunda,Pando,5038
2021-06-05,segunda,Potosi,21983
2021-06-05,segunda,Santa Cruz,97167
2021-06-05,segunda,Tarija,21011
2021-06-06,primera,Beni,73017
2021-06-06,primera,Chuquisaca,94501
2021-06-06,primera,Cochabamba,287486
2021-06-06,primera,La Paz,349571
2021-06-06,primera,Oruro,81493
2021-06-06,primera,Pando,35799
2021-06-06,primera,Potosi,73679
2021-06-06,primera,Santa Cruz,377247
2021-06-06,primera,Tarija,81469
2021-06-06,segunda,Beni,18441
2021-06-06,segunda,Chuquisaca,25667
2021-06-06,segunda,Cochabamba,67913
2021-06-06,segunda,La Paz,99039
2021-06-06,segunda,Oruro,18886
2021-06-06,segunda,Pando,5076
2021-06-06,segunda,Potosi,22030
2021-06-06,segunda,Santa Cruz,97223
2021-06-06,segunda,Tarija,21023
2021-06-07,primera,Beni,73696
2021-06-07,primera,Chuquisaca,95623
2021-06-07,primera,Cochabamba,290184
2021-06-07,primera,La Paz,355224
2021-06-07,primera,Oruro,81645
2021-06-07,primera,Pando,35965
2021-06-07,primera,Potosi,74862
2021-06-07,primera,Santa Cruz,381548
2021-06-07,primera,Tarija,82086
2021-06-07,segunda,Beni,18575
2021-06-07,segunda,Chuquisaca,25672
2021-06-07,segunda,Cochabamba,81193
2021-06-07,segunda,La Paz,106778
2021-06-07,segunda,Oruro,20115
2021-06-07,segunda,Pando,5164
2021-06-07,segunda,Potosi,22108
2021-06-07,segunda,Santa Cruz,106162
2021-06-07,segunda,Tarija,22102
2021-06-08,primera,Beni,75040
2021-06-08,primera,Chuquisaca,96803
2021-06-08,primera,Cochabamba,291443
2021-06-08,primera,La Paz,362322
2021-06-08,primera,Oruro,82418
2021-06-08,primera,Pando,36243
2021-06-08,primera,Potosi,76703
2021-06-08,primera,Santa Cruz,386613
2021-06-08,primera,Tarija,83352
2021-06-08,segunda,Beni,18782
2021-06-08,segunda,Chuquisaca,27101
2021-06-08,segunda,Cochabamba,93924
2021-06-08,segunda,La Paz,116043
2021-06-08,segunda,Oruro,22739
2021-06-08,segunda,Pando,5533
2021-06-08,segunda,Potosi,22309
2021-06-08,segunda,Santa Cruz,118090
2021-06-08,segunda,Tarija,24637
2021-06-09,primera,Beni,75807
2021-06-09,primera,Chuquisaca,97814
2021-06-09,primera,Cochabamba,292513
2021-06-09,primera,La Paz,367962
2021-06-09,primera,Oruro,83308
2021-06-09,primera,Pando,36417
2021-06-09,primera,Potosi,77752
2021-06-09,primera,Santa Cruz,390174
2021-06-09,primera,Tarija,84225
2021-06-09,segunda,Beni,18976
2021-06-09,segunda,Chuquisaca,29240
2021-06-09,segunda,Cochabamba,101287
2021-06-09,segunda,La Paz,123757
2021-06-09,segunda,Oruro,24432
2021-06-09,segunda,Pando,5716
2021-06-09,segunda,Potosi,22527
2021-06-09,segunda,Santa Cruz,125947
2021-06-09,segunda,Tarija,25552
2021-06-10,primera,Beni,76505
2021-06-10,primera,Chuquisaca,98193
2021-06-10,primera,Cochabamba,293206
2021-06-10,primera,La Paz,371797
2021-06-10,primera,Oruro,84021
2021-06-10,primera,Pando,36565
2021-06-10,primera,Potosi,78324
2021-06-10,primera,Santa Cruz,392819
2021-06-10,primera,Tarija,84796
2021-06-10,segunda,Beni,19149
2021-06-10,segunda,Chuquisaca,30929
2021-06-10,segunda,Cochabamba,106354
2021-06-10,segunda,La Paz,129636
2021-06-10,segunda,Oruro,25262
2021-06-10,segunda,Pando,5980
2021-06-10,segunda,Potosi,22788
2021-06-10,segunda,Santa Cruz,130339
2021-06-10,segunda,Tarija,26137
2021-06-11,primera,Beni,78100
2021-06-11,primera,Chuquisaca,98570
2021-06-11,primera,Cochabamba,294377
2021-06-11,primera,La Paz,379364
2021-06-11,primera,Oruro,87237
2021-06-11,primera,Pando,36814
2021-06-11,primera,Potosi,79636
2021-06-11,primera,Santa Cruz,398695
2021-06-11,primera,Tarija,85636
2021-06-11,segunda,Beni,19436
2021-06-11,segunda,Chuquisaca,32565
2021-06-11,segunda,Cochabamba,111459
2021-06-11,segunda,La Paz,136362
2021-06-11,segunda,Oruro,26147
2021-06-11,segunda,Pando,6216
2021-06-11,segunda,Potosi,23392
2021-06-11,segunda,Santa Cruz,136411
2021-06-11,segunda,Tarija,27246
2021-06-12,primera,Beni,78615
2021-06-12,primera,Chuquisaca,98632
2021-06-12,primera,Cochabamba,294541
2021-06-12,primera,La Paz,380680
2021-06-12,primera,Oruro,87450
2021-06-12,primera,Pando,36922
2021-06-12,primera,Potosi,80132
2021-06-12,primera,Santa Cruz,399600
2021-06-12,primera,Tarija,86016
2021-06-12,segunda,Beni,19583
2021-06-12,segunda,Chuquisaca,32947
2021-06-12,segunda,Cochabamba,112033
2021-06-12,segunda,La Paz,137556
2021-06-12,segunda,Oruro,26390
2021-06-12,segunda,Pando,6278
2021-06-12,segunda,Potosi,23541
2021-06-12,segunda,Santa Cruz,136772
2021-06-12,segunda,Tarija,27503
2021-06-13,primera,Beni,78688
2021-06-13,primera,Chuquisaca,98864
2021-06-13,primera,Cochabamba,294729
2021-06-13,primera,La Paz,381377
2021-06-13,primera,Oruro,87468
2021-06-13,primera,Pando,36943
2021-06-13,primera,Potosi,80773
2021-06-13,primera,Santa Cruz,399758
2021-06-13,primera,Tarija,86130
2021-06-13,segunda,Beni,19584
2021-06-13,segunda,Chuquisaca,33168
2021-06-13,segunda,Cochabamba,112414
2021-06-13,segunda,La Paz,138657
2021-06-13,segunda,Oruro,26597
2021-06-13,segunda,Pando,6322
2021-06-13,segunda,Potosi,23654
2021-06-13,segunda,Santa Cruz,136829
2021-06-13,segunda,Tarija,27674
2021-06-14,primera,Beni,79436
2021-06-14,primera,Chuquisaca,99094
2021-06-14,primera,Cochabamba,295191
2021-06-14,primera,La Paz,384591
2021-06-14,primera,Oruro,87579
2021-06-14,primera,Pando,37052
2021-06-14,primera,Potosi,81991
2021-06-14,primera,Santa Cruz,405231
2021-06-14,primera,Tarija,86555
2021-06-14,segunda,Beni,19720
2021-06-14,segunda,Chuquisaca,34036
2021-06-14,segunda,Cochabamba,114705
2021-06-14,segunda,La Paz,141350
2021-06-14,segunda,Oruro,26889
2021-06-14,segunda,Pando,6457
2021-06-14,segunda,Potosi,24288
2021-06-14,segunda,Santa Cruz,139528
2021-06-14,segunda,Tarija,28698
2021-06-15,primera,Beni,80121
2021-06-15,primera,Chuquisaca,99366
2021-06-15,primera,Cochabamba,297688
2021-06-15,primera,La Paz,388335
2021-06-15,primera,Oruro,88107
2021-06-15,primera,Pando,37188
2021-06-15,primera,Potosi,83389
2021-06-15,primera,Santa Cruz,410799
2021-06-15,primera,Tarija,87358
2021-06-15,segunda,Beni,19942
2021-06-15,segunda,Chuquisaca,34743
2021-06-15,segunda,Cochabamba,116642
2021-06-15,segunda,La Paz,143310
2021-06-15,segunda,Oruro,27242
2021-06-15,segunda,Pando,6649
2021-06-15,segunda,Potosi,24936
2021-06-15,segunda,Santa Cruz,141688
2021-06-15,segunda,Tarija,29719
2021-06-16,primera,Beni,80967
2021-06-16,primera,Chuquisaca,100249
2021-06-16,primera,Cochabamba,302310
2021-06-16,primera,La Paz,392255
2021-06-16,primera,Oruro,89601
2021-06-16,primera,Pando,37345
2021-06-16,primera,Potosi,84641
2021-06-16,primera,Santa Cruz,417274
2021-06-16,primera,Tarija,89847
2021-06-16,segunda,Beni,20269
2021-06-16,segunda,Chuquisaca,35480
2021-06-16,segunda,Cochabamba,119387
2021-06-16,segunda,La Paz,146163
2021-06-16,segunda,Oruro,27563
2021-06-16,segunda,Pando,6872
2021-06-16,segunda,Potosi,25438
2021-06-16,segunda,Santa Cruz,144492
2021-06-16,segunda,Tarija,30935
2021-06-17,primera,Beni,81931
2021-06-17,primera,Chuquisaca,101550
2021-06-17,primera,Cochabamba,306901
2021-06-17,primera,La Paz,396858
2021-06-17,primera,Oruro,90755
2021-06-17,primera,Pando,37626
2021-06-17,primera,Potosi,85550
2021-06-17,primera,Santa Cruz,422664
2021-06-17,primera,Tarija,91679
2021-06-17,segunda,Beni,20608
2021-06-17,segunda,Chuquisaca,35897
2021-06-17,segunda,Cochabamba,120820
2021-06-17,segunda,La Paz,149422
2021-06-17,segunda,Oruro,28003
2021-06-17,segunda,Pando,7020
2021-06-17,segunda,Potosi,25982
2021-06-17,segunda,Santa Cruz,146537
2021-06-17,segunda,Tarija,31649
2021-06-18,primera,Beni,82516
2021-06-18,primera,Chuquisaca,102508
2021-06-18,primera,Cochabamba,310834
2021-06-18,primera,La Paz,401732
2021-06-18,primera,Oruro,91778
2021-06-18,primera,Pando,37925
2021-06-18,primera,Potosi,86489
2021-06-18,primera,Santa Cruz,427597
2021-06-18,primera,Tarija,92902
2021-06-18,segunda,Beni,20808
2021-06-18,segunda,Chuquisaca,36451
2021-06-18,segunda,Cochabamba,122361
2021-06-18,segunda,La Paz,152993
2021-06-18,segunda,Oruro,28982
2021-06-18,segunda,Pando,7158
2021-06-18,segunda,Potosi,26687
2021-06-18,segunda,Santa Cruz,149040
2021-06-18,segunda,Tarija,32720
2021-06-19,primera,Beni,82782
2021-06-19,primera,Chuquisaca,102677
2021-06-19,primera,Cochabamba,311133
2021-06-19,primera,La Paz,403522
2021-06-19,primera,Oruro,92377
2021-06-19,primera,Pando,38045
2021-06-19,primera,Potosi,86977
2021-06-19,primera,Santa Cruz,428873
2021-06-19,primera,Tarija,93140
2021-06-19,segunda,Beni,20941
2021-06-19,segunda,Chuquisaca,36664
2021-06-19,segunda,Cochabamba,122932
2021-06-19,segunda,La Paz,154505
2021-06-19,segunda,Oruro,29637
2021-06-19,segunda,Pando,7197
2021-06-19,segunda,Potosi,27118
2021-06-19,segunda,Santa Cruz,149526
2021-06-19,segunda,Tarija,33884
2021-06-20,primera,Beni,82836
2021-06-20,primera,Chuquisaca,102733
2021-06-20,primera,Cochabamba,311197
2021-06-20,primera,La Paz,404466
2021-06-20,primera,Oruro,92384
2021-06-20,primera,Pando,38053
2021-06-20,primera,Potosi,87082
2021-06-20,primera,Santa Cruz,431953
2021-06-20,primera,Tarija,93166
2021-06-20,segunda,Beni,20979
2021-06-20,segunda,Chuquisaca,36752
2021-06-20,segunda,Cochabamba,123304
2021-06-20,segunda,La Paz,155198
2021-06-20,segunda,Oruro,29837
2021-06-20,segunda,Pando,7202
2021-06-20,segunda,Potosi,27222
2021-06-20,segunda,Santa Cruz,149568
2021-06-20,segunda,Tarija,34035
2021-06-21,primera,Beni,82866
2021-06-21,primera,Chuquisaca,102798
2021-06-21,primera,Cochabamba,311267
2021-06-21,primera,La Paz,405088
2021-06-21,primera,Oruro,92401
2021-06-21,primera,Pando,38065
2021-06-21,primera,Potosi,87470
2021-06-21,primera,Santa Cruz,432072
2021-06-21,primera,Tarija,93262
2021-06-21,segunda,Beni,21100
2021-06-21,segunda,Chuquisaca,37132
2021-06-21,segunda,Cochabamba,123772
2021-06-21,segunda,La Paz,155867
2021-06-21,segunda,Oruro,29989
2021-06-21,segunda,Pando,7211
2021-06-21,segunda,Potosi,27539
2021-06-21,segunda,Santa Cruz,149766
2021-06-21,segunda,Tarija,34176
2021-06-22,primera,Beni,83388
2021-06-22,primera,Chuquisaca,103466
2021-06-22,primera,Cochabamba,314471
2021-06-22,primera,La Paz,408670
2021-06-22,primera,Oruro,93042
2021-06-22,primera,Pando,38183
2021-06-22,primera,Potosi,88027
2021-06-22,primera,Santa Cruz,435565
2021-06-22,primera,Tarija,93777
2021-06-22,segunda,Beni,21393
2021-06-22,segunda,Chuquisaca,38248
2021-06-22,segunda,Cochabamba,127919
2021-06-22,segunda,La Paz,158922
2021-06-22,segunda,Oruro,31501
2021-06-22,segunda,Pando,7351
2021-06-22,segunda,Potosi,28397
2021-06-22,segunda,Santa Cruz,158350
2021-06-22,segunda,Tarija,37111
2021-06-23,primera,Beni,84039
2021-06-23,primera,Chuquisaca,104901
2021-06-23,primera,Cochabamba,319353
2021-06-23,primera,La Paz,416093
2021-06-23,primera,Oruro,93674
2021-06-23,primera,Pando,38431
